"idno","ppltrst","happy","cgtsday","alcfreq","height","weight","gndr","yrbrn"
"758",935887,"7","9",1,"Less than once a month",173,68,"Female",1969
"759",935895,"7","9",NA,"Several times a week",168,90,"Female",1969
"760",935934,"7","5",2,"Several times a week",188,74,"Male",1994
"761",935950,"8","8",NA,"Once a week",162,74,"Female",1949
"762",935968,"9","Extremely happy",NA,"Several times a week",185,90,"Male",1955
"763",935976,"7","8",0,"Never",165,67,"Female",1926
"764",935984,"8","7",20,"Several times a week",183,81,"Male",1972
"765",936003,"3","9",NA,"Once a week",175,95,"Male",1947
"766",936011,"7","9",NA,"Several times a week",162,69,"Female",1942
"767",936037,"8","3",NA,"Never",187,84,"Male",1968
"768",936053,"8","9",3,"Several times a week",183,94,"Male",1979
"769",936079,"5","7",NA,"2-3 times a month",172,85,"Female",1962
"770",936087,"8","7",NA,"Several times a week",177,61,"Female",1973
"771",936095,"7","8",NA,"2-3 times a month",188,66,"Male",1978
"772",936100,"8","Extremely happy",NA,"Less than once a month",160,62,"Female",1983
"773",936118,"Most people can be trusted","9",NA,"Several times a week",170,82,"Female",1971
"774",936134,"7","9",NA,"Less than once a month",160,55,"Female",1998
"775",936150,"8","9",NA,"Several times a week",182,73,"Male",1955
"776",936184,"9","9",NA,"Several times a week",183,83,"Male",1968
"777",936207,"8","8",NA,"Once a month",168,63,"Female",1984
"778",936249,"4","3",NA,"Less than once a month",189,107,"Male",1964
"779",936265,"7","8",NA,"Less than once a month",179,80,"Male",1965
"780",936273,"7","7",NA,"Several times a week",176,70,"Female",1966
"781",936281,"7","7",NA,"Several times a week",NA,NA,"Male",1992
"782",936299,"8","9",8,"Several times a week",172,73,"Female",1965
"783",936312,"3","Extremely happy",NA,"Several times a week",162,64,"Female",1951
"784",936320,"6","Extremely happy",20,"Less than once a month",175,74,"Male",1983
"785",936346,"6","9",NA,"Once a month",186,80,"Male",1993
"786",936362,"8","9",NA,"Every day",174,72,"Male",1945
"787",936370,"8","Extremely happy",NA,"Several times a week",167,72,"Female",1950
"788",936396,"8","8",10,"Once a week",168,78,"Female",1963
"789",936427,"8","Extremely happy",NA,"2-3 times a month",164,61,"Female",1948
"790",936435,"8","Extremely happy",NA,"Never",163,75,"Female",1945
"791",936443,"7","8",7,"Several times a week",173,72,"Female",1991
"792",936485,"7","7",NA,"Once a week",184,98,"Male",1963
"793",936516,"8","9",NA,"Several times a week",172,66,"Female",1961
"794",936540,"6","Extremely happy",NA,"Several times a week",182,88,"Male",1959
"795",936558,"8","3",40,"Every day",180,63,"Male",1977
"796",936566,"9","9",NA,"Once a week",164,62,"Female",1975
"797",936574,"9","8",NA,"Once a week",162,64,"Female",1965
"798",936590,"7","9",25,"Every day",179,85,"Male",1954
"799",936621,"8","9",15,"Several times a week",163,70,"Female",1968
"800",936655,"5","Extremely happy",NA,"Less than once a month",170,68,"Female",1997
"801",936663,"7","7",2,"Once a week",180,92,"Male",1977
"802",936697,"8","8",NA,"Several times a week",172,80,"Male",1950
"803",936702,"8","9",NA,"Every day",165,53,"Female",1958
"804",936710,"9","Extremely happy",NA,"Once a month",172,60,"Female",1954
"805",936728,"8","9",NA,"Once a week",183,91,"Male",1969
"806",936736,"8","8",NA,"Every day",172,63,"Female",1941
"807",936744,"5","Extremely happy",12,"Several times a week",163,58,"Male",1988
"808",936752,"5","9",20,"Never",168,65,"Female",1960
"809",936760,"8","7",NA,"2-3 times a month",168,57,"Female",1989
"810",936778,"7","6",15,"Several times a week",174,82,"Male",1960
"811",936794,"5","8",NA,"2-3 times a month",185,83,"Male",1947
"812",936825,"7","Extremely happy",NA,"Once a week",179,70,"Male",1999
"813",936859,"5","8",NA,"Every day",183,106,"Male",1946
"814",936883,"5","8",NA,"2-3 times a month",163,64,"Female",1945
"815",936906,"6","8",10,"Every day",178,77,"Male",1953
"816",936922,"8","9",NA,"Several times a week",166,61,"Female",1949
"817",936948,"4","Extremely happy",NA,"Less than once a month",186,125,"Male",1982
"818",936956,"7","8",NA,"Once a month",179,90,"Male",1941
"819",936964,"8","9",0,"Several times a week",178,88,"Male",1947
"820",936980,"7","8",NA,"Once a month",170,80,"Male",1967
"821",936998,"7","7",NA,"Never",176,70,"Male",1976
"822",937009,"7","9",NA,"Once a week",173,96,"Male",1964
"823",937017,"8","9",NA,"Every day",164,78,"Female",1950
"824",937041,"2","9",2,"Once a week",160,71,"Female",1981
"825",937059,"4","8",19,"Never",184,64,"Male",1990
"826",937083,"4","9",NA,"Several times a week",185,80,"Male",1972
"827",937106,"7","8",17,"Less than once a month",168,68,"Male",1994
"828",937114,"8","8",NA,"Once a month",172,61,"Female",1981
"829",937148,"5","8",NA,"Once a week",169,120,"Female",1959
"830",937172,"8","9",2,"Several times a week",168,60,"Female",1982
"831",937180,"8","8",NA,"Several times a week",170,82,"Female",1971
"832",937198,"4","Extremely happy",10,"Less than once a month",164,60,"Female",1993
"833",937245,"8","9",NA,"2-3 times a month",165,65,"Female",1963
"834",937253,"8","9",NA,"Several times a week",173,90,"Female",1950
"835",937261,"You can't be too careful","9",NA,"Less than once a month",180,75,"Female",1981
"836",937318,"8","9",NA,"Never",164,59,"Female",1959
"837",937342,"5","5",4,"Several times a week",175,83,"Male",1943
"838",937368,"4","Extremely happy",NA,"Every day",162,104,"Male",1948
"839",937376,"7","9",NA,"Several times a week",178,78,"Male",1945
"840",937384,"8","8",NA,"2-3 times a month",183,89,"Male",1975
"841",937392,"7","9",NA,"Several times a week",170,80,"Male",1955
"842",937415,"8","9",NA,"Once a week",194,79,"Male",1995
"843",937423,"8","8",NA,"Less than once a month",180,76,"Female",1964
"844",937431,"7","9",NA,"Once a week",183,88,"Male",1955
"845",937449,"8","8",NA,"2-3 times a month",182,92,"Male",1974
"846",937465,"4","8",20,"Every day",168,64,"Male",1968
"847",937499,"8","9",NA,"Once a week",162,NA,"Female",1968
"848",937504,"Most people can be trusted","Extremely happy",NA,"Less than once a month",157,NA,"Female",1937
"849",937538,"6","6",15,"Once a week",173,59,"Female",1995
"850",937546,"8","8",NA,"Several times a week",170,75,"Male",1947
"851",937554,"5","Extremely happy",6,"Once a week",172,68,"Female",1978
"852",937562,"7","7",NA,"Once a week",167,82,"Female",1946
"853",937596,"7","7",NA,"Once a month",168,58,"Female",1980
"854",937619,"7","8",NA,"Several times a week",158,58,"Female",1956
"855",937627,"7","9",NA,"Once a month",180,85,"Male",1969
"856",937643,"9","8",NA,"Once a month",164,70,"Female",1960
"857",937677,"8","Extremely happy",NA,"Every day",175,67,"Male",1925
"858",937716,"8","9",8,"Once a week",170,78,"Female",1943
"859",937758,"7","8",NA,"Several times a week",174,73,"Male",1961
"860",937774,"7","9",NA,"Once a week",163,58,"Female",1976
"861",937782,"8","9",NA,"Several times a week",186,96,"Male",1959
"862",937805,"7","8",15,"Several times a week",167,70,"Female",1959
"863",937813,"5","8",NA,"Several times a week",183,92,"Male",1975
"864",937821,"3","5",NA,"2-3 times a month",178,110,"Male",1953
"865",937839,"Most people can be trusted","Extremely happy",NA,"Once a week",174,94,"Male",1957
"866",937863,"8","8",NA,"Several times a week",187,66,"Male",1967
"867",937910,"4","7",20,"Once a week",180,80,"Male",1963
"868",937928,"8","9",NA,"Once a week",158,59,"Female",1953
"869",937952,"8","8",NA,"Less than once a month",165,111,"Female",1973
"870",937960,"8","9",NA,"Once a month",179,82,"Female",1954
"871",938005,"9","9",NA,"Once a week",177,73,"Female",1988
"872",938013,"6","8",NA,"Never",168,70,"Female",1968
"873",938039,"9","7",1,"Several times a week",187,84,"Male",1973
"874",938047,"8","9",NA,"Never",178,66,"Male",1956
"875",938055,"8","Extremely happy",NA,"Less than once a month",172,72,"Female",1979
"876",938063,"7","8",NA,"Several times a week",180,80,"Male",1944
"877",938071,"7","Extremely happy",NA,"Once a week",173,85,"Female",1962
"878",938102,"5","Extremely happy",NA,"Once a week",178,93,"Male",1963
"879",938110,"8","9",15,"Never",167,52,"Male",1946
"880",938128,"5","8",NA,"Once a week",172,81,"Male",1946
"881",938136,"3","9",NA,"Less than once a month",176,80,"Female",1985
"882",938160,"7","8",20,"Every day",178,125,"Male",1960
"883",938178,"5","8",12,"Less than once a month",161,106,"Female",1991
"884",938194,"6","Extremely happy",NA,"2-3 times a month",172,60,"Male",1926
"885",938225,"8","Extremely happy",NA,"Once a month",168,55,"Female",1999
"886",938241,"6","5",20,"Once a week",168,68,"Female",1961
"887",938259,"9","9",NA,"Several times a week",176,61,"Female",1964
"888",938283,"7","8",NA,"Once a month",171,62,"Female",1992
"889",938348,"Most people can be trusted","7",NA,"Several times a week",168,70,"Female",1973
"890",938356,"6","Extremely happy",NA,"Less than once a month",192,90,"Male",1975
"891",938364,"7","Extremely happy",NA,"2-3 times a month",185,90,"Male",1985
"892",938372,"8","8",8,"Once a week",170,55,"Female",1953
"893",938380,"6","8",NA,"Less than once a month",176,55,"Female",1998
"894",938398,"7","9",NA,"Several times a week",190,94,"Male",1968
"895",938411,"4","Extremely happy",3,"Once a month",163,65,"Female",1943
"896",938437,"6","8",NA,"Once a month",168,50,"Male",1998
"897",938453,"8","Extremely happy",NA,"Once a week",180,97,"Male",1943
"898",938461,"8","8",NA,"Less than once a month",189,80,"Male",1973
"899",938479,"8","3",NA,"Several times a week",188,90,"Male",1965
"900",938487,"5","8",NA,"2-3 times a month",170,68,"Male",1933
"901",938495,"8","8",NA,"Several times a week",178,99,"Male",1945
"902",938534,"6","Extremely happy",NA,"Less than once a month",190,67,"Male",1998
"903",938542,"9","9",NA,"Once a month",173,83,"Male",1976
"904",938550,"8","9",NA,"Once a week",178,85,"Female",1979
"905",938607,"6","9",NA,"Once a week",190,85,"Male",1990
"906",938615,"8","3",NA,"Less than once a month",160,63,"Female",1991
"907",938623,"9","9",NA,"Once a week",176,70,"Male",1991
"908",938631,"7","8",NA,"2-3 times a month",167,62,"Female",1959
"909",938657,"7","9",NA,"Less than once a month",162,65,"Female",1983
"910",938665,"4","8",NA,"2-3 times a month",173,65,"Female",1996
"911",938681,"8","7",NA,"Once a month",162,51,"Female",1991
"912",938699,"8","Extremely happy",NA,"Several times a week",176,64,"Male",1933
"913",938704,"Most people can be trusted","8",NA,"Once a month",164,92,"Female",1965
"914",938720,"8","9",NA,"Every day",165,70,"Female",1965
"915",938788,"4","8",NA,"Several times a week",172,82,"Male",1970
"916",938843,"8","7",NA,"Once a month",170,64,"Female",1978
"917",938851,"5","8",10,"2-3 times a month",168,52,"Female",1992
"918",938885,"8","7",20,"Several times a week",172,72,"Male",1953
"919",938908,"7","8",NA,"2-3 times a month",180,56,"Male",1999
"920",938916,"7","8",NA,"Several times a week",183,104,"Male",1956
"921",938932,"7","7",NA,"Once a week",172,64,"Female",1980
"922",938940,"7","8",NA,"2-3 times a month",184,68,"Female",1997
"923",938958,"9","9",NA,"Once a week",182,71,"Male",1987
"924",938966,"8","Extremely happy",NA,"Every day",169,70,"Male",1943
"925",938974,"7","7",NA,"Less than once a month",165,68,"Female",1975
"926",939001,"8","8",NA,"Once a week",184,80,"Male",1974
"927",939019,"5","8",3,"Once a week",182,90,"Male",1980
"928",939051,"8","9",NA,"Once a month",163,62,"Female",1966
"929",939093,"5","8",15,"Once a month",165,89,"Female",1934
"930",939116,"7","7",12,"Once a month",169,113,"Female",1981
"931",939124,"3","Extremely happy",NA,"Less than once a month",172,51,"Female",1943
"932",939132,"9","9",NA,"Several times a week",170,64,"Female",1960
"933",939140,"8","7",NA,"2-3 times a month",186,110,"Male",1989
"934",939174,"8","8",NA,"Never",180,78,"Male",1978
"935",939182,"8","9",NA,"Less than once a month",191,89,"Male",1965
"936",939190,"8","7",NA,"Once a week",168,56,"Female",1934
"937",939239,"8","8",10,"Less than once a month",167,61,"Female",1963
"938",939271,"7","7",NA,"Less than once a month",163,75,"Female",1946
"939",939297,"7","Extremely happy",NA,"Several times a week",164,65,"Female",1939
"940",939302,"8","9",NA,"Every day",160,51,"Female",1914
"941",939344,"8","8",NA,"Several times a week",176,73,"Male",1944
"942",939360,"2","6",NA,"Once a week",172,59,"Female",1991
"943",939386,"9","Extremely happy",NA,"2-3 times a month",184,62,"Male",1992
"944",939433,"9","Extremely happy",NA,"Several times a week",187,85,"Male",1948
"945",939441,"9","9",20,"Several times a week",180,108,"Male",1991
"946",939459,"8","6",NA,"2-3 times a month",181,111,"Male",1966
"947",939467,"5","2",NA,"Less than once a month",184,88,"Male",1945
"948",939483,"7","9",NA,"Less than once a month",156,63,"Female",1979
"949",939491,"6","8",NA,"Several times a week",181,73,"Male",1998
"950",939506,"7","8",20,"Never",180,110,"Male",1986
"951",939530,"7","8",NA,"Several times a week",149,56,"Female",1983
"952",939556,"6","8",NA,"Once a week",188,126,"Male",1985
"953",939603,"8","9",NA,"2-3 times a month",172,NA,"Female",1963
"954",939611,"9","Extremely happy",NA,"Several times a week",170,71,"Male",1945
"955",939629,"7","7",NA,"Less than once a month",166,67,"Female",1954
"956",939637,"9","7",NA,"Once a month",169,70,"Female",1996
"957",939653,"8","8",NA,"Several times a week",169,60,"Female",1982
"958",939661,"8","8",4,"Several times a week",168,57,"Female",1962
"959",939700,"9","9",NA,"Once a week",179,78,"Male",1973
"960",939718,"6","Extremely happy",NA,"Once a month",158,67,"Female",1936
"961",939742,"6","7",NA,"Every day",176,71,"Male",1947
"962",939784,"9","9",NA,"Once a week",167,NA,"Female",1956
"963",939792,"You can't be too careful","9",10,"2-3 times a month",155,38,"Female",1955
"964",939807,"7","8",NA,"Once a month",163,62,"Female",1954
"965",939865,"7","6",NA,"2-3 times a month",179,53,"Male",1997
"966",939873,"5","7",18,"Less than once a month",172,95,"Male",1989
"967",939881,"8","Extremely happy",NA,"2-3 times a month",176,69,"Female",1970
"968",939899,"7","9",NA,"Once a week",163,60,"Female",1999
"969",939904,"Most people can be trusted","Extremely happy",NA,"Every day",165,58,"Female",1928
"970",939920,"Most people can be trusted","9",NA,"2-3 times a month",168,60,"Female",1988
"971",939938,"8","9",NA,"Less than once a month",169,62,"Female",1978
"972",939946,"6","7",NA,"Once a week",190,78,"Male",1996
"973",939970,"7","9",NA,"Several times a week",204,113,"Male",1961
"974",940026,"8","7",NA,"Never",165,55,"Female",1999
"975",940034,"4","9",NA,"Several times a week",185,104,"Male",1942
"976",940042,"8","8",NA,"Several times a week",185,108,"Male",1954
"977",940050,"7","Extremely happy",NA,"Less than once a month",170,52,"Female",1999
"978",940076,"7","9",NA,"2-3 times a month",170,60,"Female",1998
"979",940084,"9","Extremely happy",NA,"Never",171,72,"Female",1980
"980",940107,"7","8",4,"2-3 times a month",180,74,"Male",1995
"981",940149,"5","5",NA,"Every day",173,73,"Male",1956
"982",940165,"7","8",NA,"Once a week",164,68,"Female",1938
"983",940173,"8","Extremely happy",NA,"Once a month",168,90,"Male",1932
"984",940199,"8","8",NA,"Once a week",169,65,"Female",1962
"985",940246,"7","9",NA,"2-3 times a month",176,95,"Female",1960
"986",940254,"6","8",NA,"Once a week",176,75,"Male",1987
"987",940288,"8","8",NA,"Once a week",168,62,"Female",1954
"988",940296,"7","8",NA,"Once a week",175,68,"Male",1980
"989",940301,"7","8",NA,"Once a week",180,79,"Male",1957
"990",940319,"5","9",NA,"Once a week",165,70,"Female",1976
"991",940335,"2","3",NA,"2-3 times a month",153,42,"Female",1999
"992",940343,"8","8",NA,"Several times a week",180,87,"Male",1967
"993",940351,"5","4",5,"Never",163,NA,"Female",1979
"994",940369,"8","8",NA,"Several times a week",190,77,"Male",1949
"995",940377,"8","Extremely happy",NA,"Once a month",181,78,"Male",1984
"996",940385,"4","9",NA,"Once a month",176,69,"Female",1993
"997",940416,"7","9",6,"2-3 times a month",195,93,"Male",1994
"998",940424,"9","9",NA,"Once a week",170,102,"Female",1936
"999",940440,"7","Extremely happy",1,"2-3 times a month",194,112,"Male",1996
"1000",940458,"3","7",NA,"Once a week",150,70,"Female",1936
"1001",940466,"6","8",NA,"Once a week",185,78,"Male",1987
"1002",940490,"8","9",NA,"2-3 times a month",185,90,"Male",1992
"1003",940505,"8","9",NA,"Once a week",156,58,"Female",1932
"1004",940539,"7","9",NA,"Every day",177,80,"Male",1933
"1005",940547,"9","Extremely happy",0,"Several times a week",174,84,"Male",1943
"1006",940571,"8","9",NA,"Never",177,67,"Male",1955
"1007",940628,"3","6",20,"Once a week",174,98,"Male",1977
"1008",940644,"7","8",NA,"Never",164,60,"Female",1964
"1009",940652,"5","9",10,"Less than once a month",163,68,"Female",1954
"1010",940660,"5","9",NA,"2-3 times a month",167,85,"Female",1951
"1011",940678,"6","8",NA,"Less than once a month",151,53,"Female",1950
"1012",940686,"6","8",NA,"2-3 times a month",170,65,"Female",1987
"1013",940694,"8","8",NA,"Several times a week",183,95,"Male",1977
"1014",940717,"Most people can be trusted","8",NA,"Several times a week",165,67,"Female",1972
"1015",940725,"8","Extremely happy",NA,"Several times a week",158,70,"Female",1954
"1016",940733,"8","8",NA,"Once a month",185,89,"Male",1976
"1017",940759,"5","6",NA,"2-3 times a month",165,51,"Female",1998
"1018",940775,"7","8",NA,"Every day",168,54,"Female",1947
"1019",940783,"8","7",NA,"Several times a week",196,135,"Male",1954
"1020",940806,"7","6",NA,"Less than once a month",170,73,"Female",1973
"1021",940822,"8","7",NA,"Every day",174,73,"Male",1944
"1022",940830,"7","9",NA,"Several times a week",170,66,"Female",1947
"1023",940848,"7","9",NA,"Several times a week",168,72,"Female",1947
"1024",940856,"Most people can be trusted","Extremely happy",NA,"Once a month",167,69,"Female",1961
"1025",940864,"4","9",NA,"Once a month",164,65,"Female",1971
"1026",940880,"8","6",12,"Once a week",185,92,"Male",1957
"1027",940898,"5","Extremely happy",NA,"Every day",169,83,"Male",1927
"1028",940903,"9","Extremely happy",NA,"Once a month",192,105,"Male",1979
"1029",940945,"6","8",NA,"Once a month",179,90,"Male",1969
"1030",940979,"8","9",0,"Several times a week",188,123,"Male",1965
"1031",940987,"Most people can be trusted","8",NA,"Once a week",172,65,"Female",1955
"1032",941014,"5","8",NA,"2-3 times a month",182,83,"Male",1961
"1033",941030,"8","8",NA,"Once a week",185,84,"Male",1974
"1034",941103,"2","1",10,"Never",164,58,"Female",1930
"1035",941129,"3","6",12,"Several times a week",177,72,"Male",1993
"1036",941153,"4","6",NA,"Once a week",197,62,"Male",1951
"1037",941179,"3","3",12,"Never",165,89,"Female",1952
"1038",941195,"8","9",NA,"2-3 times a month",161,65,"Male",1992
"1039",941200,"8","9",NA,"2-3 times a month",185,95,"Male",1985
"1040",941226,"8","8",NA,"Several times a week",182,88,"Male",1957
"1041",941242,"8","8",NA,"Several times a week",182,89,"Male",1948
"1042",941268,"6","9",NA,"Once a week",160,72,"Female",1970
"1043",941284,"7","4",NA,"Several times a week",175,65,"Female",1952
"1044",941307,"8","8",NA,"Once a week",184,87,"Male",1992
"1045",941323,"7","8",NA,"Several times a week",169,67,"Male",1945
"1046",941331,"9","2",NA,"2-3 times a month",172,68,"Female",1984
"1047",941365,"7","9",NA,"Never",157,121,"Female",1960
"1048",941373,"5","Extremely happy",8,"2-3 times a month",190,70,"Male",1992
"1049",941412,"5","7",NA,"Less than once a month",176,66,"Female",1990
"1050",941420,"8","Extremely happy",20,"Once a week",159,53,"Female",1945
"1051",941438,"6","7",NA,"Several times a week",177,70,"Male",1958
"1052",941470,"8","9",1,"Once a week",165,62,"Female",1955
"1053",941501,"6","Extremely happy",10,"Several times a week",176,64,"Male",1937
"1054",941519,"7","5",NA,"Less than once a month",170,115,"Female",1957
"1055",941535,"3","9",NA,"Once a week",169,52,"Female",1988
"1056",941543,"8","9",NA,"Once a week",178,75,"Male",1975
"1057",941551,"4","3",NA,"Less than once a month",172,110,"Male",1956
"1058",941569,"9","Extremely happy",NA,"Less than once a month",168,60,"Female",1986
"1059",941577,"7","8",NA,"2-3 times a month",167,83,"Female",1965
"1060",941585,"4","9",NA,"Less than once a month",170,65,"Female",1992
"1061",941608,"7","8",NA,"Once a month",168,85,"Female",1963
"1062",941640,"8","9",NA,"Once a week",187,84,"Male",1958
"1063",941674,"7","Extremely happy",NA,"Once a month",178,74,"Male",1937
"1064",941721,"9","Extremely happy",NA,"Once a week",156,58,"Female",1926
"1065",941739,"9","9",NA,"Several times a week",184,62,"Female",1984
"1066",941747,"4","5",20,"Less than once a month",160,60,"Female",1955
"1067",941755,"7","9",NA,"Several times a week",167,75,"Male",1954
"1068",941763,"6","9",NA,"Less than once a month",189,86,"Male",1998
"1069",941771,"8","7",NA,"Several times a week",162,65,"Female",1956
"1070",941797,"7","5",NA,"Never",185,96,"Male",1956
"1071",941802,"7","Extremely happy",NA,"Several times a week",156,59,"Female",1942
"1072",941828,"7","8",NA,"Every day",175,90,"Male",1945
"1073",941844,"9","6",NA,"Never",182,61,"Male",1926
"1074",941860,"7","Extremely happy",NA,"Less than once a month",164,57,"Female",1979
"1075",941878,"8","8",NA,"Several times a week",183,84,"Male",1985
"1076",941886,"9","7",NA,"2-3 times a month",168,NA,"Female",1968
"1077",941894,"7","9",NA,"2-3 times a month",183,90,"Male",1977
"1078",941909,"8","9",NA,"Once a week",171,77,"Female",1950
"1079",941917,"7","9",NA,"2-3 times a month",178,73,"Female",1961
"1080",941959,"Most people can be trusted","6",NA,"Every day",184,84,"Male",1979
"1081",941975,"8","7",NA,"Once a week",178,69,"Female",1961
"1082",941983,"7","Extremely happy",NA,"Less than once a month",180,125,"Male",1951
"1083",941991,"9","9",NA,"Less than once a month",165,83,"Female",1970
"1084",942010,"5","9",NA,"Once a week",180,NA,"Female",1952
"1085",942036,"7","9",NA,"Several times a week",167,82,"Female",1967
"1086",942044,"7","8",0,"Several times a week",186,71,"Male",1997
"1087",942078,"7","8",1,"Several times a week",182,90,"Male",1975
"1088",942086,"","9",15,"Several times a week",176,70,"Female",1962
"1089",942094,"8","8",NA,"Less than once a month",173,83,"Male",1929
"1090",942117,"7","7",NA,"Several times a week",175,70,"Female",1975
"1091",942141,"7","8",15,"Several times a week",169,NA,"Female",1963
"1092",942175,"2","Extremely unhappy",30,"Less than once a month",162,55,"Female",1992
"1093",942183,"5","6",NA,"Once a week",167,90,"Female",1969
"1094",942230,"5","Extremely happy",NA,"Every day",184,87,"Male",1947
"1095",942248,"8","8",5,"Once a month",179,66,"Male",1969
"1096",942256,"3","8",4,"Never",163,62,"Female",1946
"1097",942264,"9","Extremely happy",NA,"2-3 times a month",162,68,"Female",1988
"1098",942280,"Most people can be trusted","9",NA,"Never",189,85,"Male",1950
"1099",942298,"Most people can be trusted","Extremely happy",NA,"Several times a week",192,91,"Male",1980
"1100",942337,"8","7",8,"Several times a week",178,82,"Female",1959
"1101",942361,"8","8",NA,"Less than once a month",180,115,"Female",1974
"1102",942395,"","Extremely happy",NA,"Never",161,NA,"Female",1945
"1103",942442,"9","9",NA,"Several times a week",176,71,"Male",1961
"1104",942468,"8","8",NA,"Once a week",186,83,"Male",1961
"1105",942476,"4","7",NA,"Once a week",158,60,"Female",1981
"1106",942484,"5","9",20,"Less than once a month",168,68,"Male",1968
"1107",942492,"3","Extremely happy",NA,"2-3 times a month",164,73,"Female",1970
"1108",942515,"8","6",12,"Once a week",180,84,"Male",1958
"1109",942531,"9","8",NA,"Once a week",178,120,"Male",1959
"1110",942557,"9","8",6,"Once a week",178,80,"Female",1958
"1111",942565,"9","9",NA,"Once a month",173,115,"Female",1984
"1112",942599,"7","7",NA,"2-3 times a month",174,62,"Female",1957
"1113",942604,"7","9",NA,"2-3 times a month",175,81,"Male",1969
"1114",942620,"3","5",40,"Less than once a month",176,58,"Female",1967
"1115",942638,"7","5",NA,"Once a week",169,57,"Male",1978
"1116",942662,"8","7",15,"2-3 times a month",173,73,"Female",1963
"1117",942701,"6","5",NA,"2-3 times a month",174,106,"Female",1974
"1118",942719,"9","9",NA,"Once a week",179,68,"Female",1981
"1119",942727,"5","5",NA,"Once a week",190,124,"Male",1969
"1120",942743,"3","8",NA,"2-3 times a month",179,98,"Male",1958
"1121",942785,"8","9",NA,"Every day",184,75,"Male",1951
"1122",942793,"7","9",10,"Once a week",183,83,"Male",1983
"1123",942808,"5","8",NA,"Once a week",168,77.5,"Female",1956
"1124",942816,"4","4",NA,"2-3 times a month",195,117,"Male",1974
"1125",942824,"8","5",NA,"Every day",182,75,"Male",1925
"1126",942840,"8","8",13,"2-3 times a month",170,80,"Female",1965
"1127",942866,"Most people can be trusted","Extremely happy",NA,"Once a month",180,57,"Female",1967
"1128",942874,"5","7",NA,"Less than once a month",155,45.3,"Female",1931
"1129",942890,"8","Extremely happy",NA,"2-3 times a month",192,74,"Male",1995
"1130",942913,"7","9",NA,"Once a week",165,65,"Male",1979
"1131",942939,"8","Extremely happy",NA,"2-3 times a month",185,117,"Male",1962
"1132",942947,"9","8",NA,"Several times a week",187,91,"Male",1947
"1133",942955,"8","9",NA,"2-3 times a month",190,86,"Male",1990
